Data/hora da exportação;25/11/2023 às 10h4min
Observatório da Agropecuária Brasileira

Brasil;01/07/2022;até;31/10/2023

Filtros aplicados
Região;Todos(as);
UF;Todos(as);
Programa;Todos(as);
Subprograma;Todos(as);
Finalidade;Todos(as);
Atividade;Todos(as);
Fonte de recursos;Todos(as);
Gênero;Todos(as);
Instituição Financiera;Todos(as);
Modalidade;Todos(as);
Produto;Todos(as);
Segmento;Todos(as);

Programa;Subprograma;Região;UF;Finalidade;Quantidade (01/07/2022 - 31/10/2023);
Pca - programa para construção e ampliação de armazéns;Construção de armazéns novos;Sudeste;MG;Investimento;273;
Pca - programa para construção e ampliação de armazéns;Construção de armazéns novos;Sudeste;MG;Industrialização;0;
Pca - programa para construção e ampliação de armazéns;Construção de armazéns novos;Sudeste;MG;Comercialização;0;
Pca - programa para construção e ampliação de armazéns;Construção de armazéns novos;Centro-oeste;MS;Custeio;0;
Pca - programa para construção e ampliação de armazéns;Construção de armazéns novos;Centro-oeste;MS;Investimento;92;
Pca - programa para construção e ampliação de armazéns;Construção de armazéns novos;Centro-oeste;MS;Industrialização;0;
Pca - programa para construção e ampliação de armazéns;Construção de armazéns novos;Centro-oeste;MS;Comercialização;0;
Pca - programa para construção e ampliação de armazéns;Construção de armazéns novos;Centro-oeste;MT;Custeio;0;
Pca - programa para construção e ampliação de armazéns;Construção de armazéns novos;Centro-oeste;MT;Investimento;779;
Pca - programa para construção e ampliação de armazéns;Construção de armazéns novos;Centro-oeste;MT;Industrialização;0;
Pca - programa para construção e ampliação de armazéns;Construção de armazéns novos;Centro-oeste;MT;Comercialização;0;
Pca - programa para construção e ampliação de armazéns;Construção de armazéns novos;Norte;PA;Custeio;0;
Pca - programa para construção e ampliação de armazéns;Construção de armazéns novos;Norte;PA;Investimento;79;
Pca - programa para construção e ampliação de armazéns;Construção de armazéns novos;Norte;PA;Industrialização;0;
Pca - programa para construção e ampliação de armazéns;Construção de armazéns novos;Norte;PA;Comercialização;0;
Pca - programa para construção e ampliação de armazéns;Construção de armazéns novos;Nordeste;PE;Custeio;0;
Pca - programa para construção e ampliação de armazéns;Construção de armazéns novos;Nordeste;PE;Investimento;2;
Pca - programa para construção e ampliação de armazéns;Construção de armazéns novos;Nordeste;PE;Industrialização;0;
Pca - programa para construção e ampliação de armazéns;Construção de armazéns novos;Nordeste;PE;Comercialização;0;
Pca - programa para construção e ampliação de armazéns;Construção de armazéns novos;Nordeste;PI;Custeio;0;
Pca - programa para construção e ampliação de armazéns;Construção de armazéns novos;Nordeste;PI;Investimento;21;
Pca - programa para construção e ampliação de armazéns;Construção de armazéns novos;Nordeste;PI;Industrialização;0;
Pca - programa para construção e ampliação de armazéns;Construção de armazéns novos;Nordeste;PI;Comercialização;0;
Pca - programa para construção e ampliação de armazéns;Construção de armazéns novos;Sul;PR;Custeio;0;
Pca - programa para construção e ampliação de armazéns;Construção de armazéns novos;Sul;PR;Investimento;176;
Pca - programa para construção e ampliação de armazéns;Construção de armazéns novos;Sul;PR;Industrialização;0;
Pca - programa para construção e ampliação de armazéns;Construção de armazéns novos;Sul;PR;Comercialização;0;
Pca - programa para construção e ampliação de armazéns;Construção de armazéns novos;Norte;RO;Custeio;0;
Pca - programa para construção e ampliação de armazéns;Construção de armazéns novos;Norte;RO;Investimento;23;
Pca - programa para construção e ampliação de armazéns;Construção de armazéns novos;Norte;RO;Industrialização;0;
Pca - programa para construção e ampliação de armazéns;Construção de armazéns novos;Norte;RO;Comercialização;0;
Pca - programa para construção e ampliação de armazéns;Construção de armazéns novos;Norte;RR;Custeio;0;
Pca - programa para construção e ampliação de armazéns;Construção de armazéns novos;Norte;RR;Investimento;4;
Pca - programa para construção e ampliação de armazéns;Construção de armazéns novos;Norte;RR;Industrialização;0;
Pca - programa para construção e ampliação de armazéns;Construção de armazéns novos;Norte;RR;Comercialização;0;
Pca - programa para construção e ampliação de armazéns;Construção de armazéns novos;Sul;RS;Custeio;0;
Pca - programa para construção e ampliação de armazéns;Construção de armazéns novos;Sul;RS;Investimento;261;
Pca - programa para construção e ampliação de armazéns;Construção de armazéns novos;Sul;RS;Industrialização;0;
Pca - programa para construção e ampliação de armazéns;Construção de armazéns novos;Sul;RS;Comercialização;0;
Pca - programa para construção e ampliação de armazéns;Construção de armazéns novos;Sul;SC;Custeio;0;
Pca - programa para construção e ampliação de armazéns;Construção de armazéns novos;Sul;SC;Investimento;40;
Pca - programa para construção e ampliação de armazéns;Construção de armazéns novos;Sul;SC;Industrialização;0;
Pca - programa para construção e ampliação de armazéns;Construção de armazéns novos;Sul;SC;Comercialização;0;
Pca - programa para construção e ampliação de armazéns;Construção de armazéns novos;Sudeste;SP;Custeio;0;
Pca - programa para construção e ampliação de armazéns;Construção de armazéns novos;Sudeste;SP;Investimento;178;
Pca - programa para construção e ampliação de armazéns;Construção de armazéns novos;Sudeste;SP;Industrialização;0;
Pca - programa para construção e ampliação de armazéns;Construção de armazéns novos;Sudeste;SP;Comercialização;0;
Pca - programa para construção e ampliação de armazéns;Construção de armazéns novos;Norte;TO;Custeio;0;
Pca - programa para construção e ampliação de armazéns;Construção de armazéns novos;Norte;TO;Investimento;98;
Pca - programa para construção e ampliação de armazéns;Construção de armazéns novos;Norte;TO;Industrialização;0;
Pca - programa para construção e ampliação de armazéns;Construção de armazéns novos;Norte;TO;Comercialização;0;
Procap-agro (programa de capitalização das cooperativas de produção agropecuárias);Capital de giro para cooperativas;Centro-oeste;GO;Custeio;0;
Procap-agro (programa de capitalização das cooperativas de produção agropecuárias);Capital de giro para cooperativas;Centro-oeste;GO;Investimento;1;
Procap-agro (programa de capitalização das cooperativas de produção agropecuárias);Capital de giro para cooperativas;Centro-oeste;GO;Industrialização;0;
Procap-agro (programa de capitalização das cooperativas de produção agropecuárias);Capital de giro para cooperativas;Centro-oeste;GO;Comercialização;0;
Procap-agro (programa de capitalização das cooperativas de produção agropecuárias);Capital de giro para cooperativas;Sudeste;MG;Custeio;0;
Procap-agro (programa de capitalização das cooperativas de produção agropecuárias);Capital de giro para cooperativas;Sudeste;MG;Investimento;12;
Procap-agro (programa de capitalização das cooperativas de produção agropecuárias);Capital de giro para cooperativas;Sudeste;MG;Industrialização;0;
Procap-agro (programa de capitalização das cooperativas de produção agropecuárias);Capital de giro para cooperativas;Sudeste;MG;Comercialização;0;
Procap-agro (programa de capitalização das cooperativas de produção agropecuárias);Capital de giro para cooperativas;Centro-oeste;MS;Custeio;0;
Procap-agro (programa de capitalização das cooperativas de produção agropecuárias);Capital de giro para cooperativas;Centro-oeste;MS;Investimento;3;
Procap-agro (programa de capitalização das cooperativas de produção agropecuárias);Capital de giro para cooperativas;Centro-oeste;MS;Industrialização;0;
Procap-agro (programa de capitalização das cooperativas de produção agropecuárias);Capital de giro para cooperativas;Centro-oeste;MS;Comercialização;0;
Procap-agro (programa de capitalização das cooperativas de produção agropecuárias);Capital de giro para cooperativas;Sul;PR;Custeio;0;
Procap-agro (programa de capitalização das cooperativas de produção agropecuárias);Capital de giro para cooperativas;Sul;PR;Investimento;7;
Procap-agro (programa de capitalização das cooperativas de produção agropecuárias);Capital de giro para cooperativas;Sul;PR;Industrialização;0;
Procap-agro (programa de capitalização das cooperativas de produção agropecuárias);Capital de giro para cooperativas;Sul;PR;Comercialização;0;
Procap-agro (programa de capitalização das cooperativas de produção agropecuárias);Capital de giro para cooperativas;Sul;RS;Custeio;0;
Procap-agro (programa de capitalização das cooperativas de produção agropecuárias);Capital de giro para cooperativas;Sul;RS;Investimento;3;
Procap-agro (programa de capitalização das cooperativas de produção agropecuárias);Capital de giro para cooperativas;Sul;RS;Industrialização;0;
Procap-agro (programa de capitalização das cooperativas de produção agropecuárias);Capital de giro para cooperativas;Sul;RS;Comercialização;0;
Procap-agro (programa de capitalização das cooperativas de produção agropecuárias);Capital de giro para cooperativas;Sul;SC;Custeio;0;
Procap-agro (programa de capitalização das cooperativas de produção agropecuárias);Capital de giro para cooperativas;Sul;SC;Investimento;1;
Procap-agro (programa de capitalização das cooperativas de produção agropecuárias);Capital de giro para cooperativas;Sul;SC;Industrialização;0;
Procap-agro (programa de capitalização das cooperativas de produção agropecuárias);Capital de giro para cooperativas;Sul;SC;Comercialização;0;
Procap-agro (programa de capitalização das cooperativas de produção agropecuárias);Capital de giro para cooperativas;Sudeste;SP;Custeio;0;
Procap-agro (programa de capitalização das cooperativas de produção agropecuárias);Capital de giro para cooperativas;Sudeste;SP;Investimento;6;
Procap-agro (programa de capitalização das cooperativas de produção agropecuárias);Capital de giro para cooperativas;Sudeste;SP;Industrialização;0;
Procap-agro (programa de capitalização das cooperativas de produção agropecuárias);Capital de giro para cooperativas;Sudeste;SP;Comercialização;0;
Procap-agro (programa de capitalização das cooperativas de produção agropecuárias);Integralização cotas-partes capital social cooperativas;Centro-oeste;GO;Custeio;0;
Procap-agro (programa de capitalização das cooperativas de produção agropecuárias);Integralização cotas-partes capital social cooperativas;Centro-oeste;GO;Investimento;1;
Procap-agro (programa de capitalização das cooperativas de produção agropecuárias);Integralização cotas-partes capital social cooperativas;Centro-oeste;GO;Industrialização;0;
Procap-agro (programa de capitalização das cooperativas de produção agropecuárias);Integralização cotas-partes capital social cooperativas;Centro-oeste;GO;Comercialização;0;
Procap-agro (programa de capitalização das cooperativas de produção agropecuárias);Integralização cotas-partes capital social cooperativas;Sudeste;MG;Custeio;0;
Procap-agro (programa de capitalização das cooperativas de produção agropecuárias);Integralização cotas-partes capital social cooperativas;Sudeste;MG;Investimento;2;
Procap-agro (programa de capitalização das cooperativas de produção agropecuárias);Integralização cotas-partes capital social cooperativas;Sudeste;MG;Industrialização;0;
Procap-agro (programa de capitalização das cooperativas de produção agropecuárias);Integralização cotas-partes capital social cooperativas;Sudeste;MG;Comercialização;0;
